Year;Month;Day;6.00;12.00;18.00;;;
2008;9;22;9.07;13.09;11.05;;;
2008;9;23;8.03;16.02;12.03;;;
2008;9;24;9.00;15.06;13.07;;;
2008;9;25;9.07;17.00;14.04;;;
2008;9;26;10.01;14.00;12.02;;;
2008;9;27;9.04;14.04;14.01;;;
2008;9;28;10.09;12.06;10.04;;;
2008;9;29;7.00;12.07;9.03;;;
2008;9;30;6.03;11.02;10.04;;;
2008;10;1;8.03;10.00;9.06;;;
2008;10;2;6.06;11.06;8.08;;;
2008;10;3;6.08;11.07;9.01;;;
2008;10;4;7.01;11.09;10.00;;;
2008;10;5;9.08;9.05;7.00;;;
2008;10;6;6.01;12.04;9.05;;;
2008;10;7;5.03;10.01;9.00;;;
2008;10;8;5.01;13.00;8.02;;;
2008;10;9;9.01;10.08;10.00;;;
2008;10;10;8.03;12.08;12.03;;;
2008;10;11;12.04;13.07;12.04;;;
2008;10;12;8.06;13.01;11.01;;;
2008;10;13;8.06;12.03;11.08;;;
2008;10;14;10.05;12.07;9.09;;;
2008;10;15;6.00;10.03;8.09;;;
2008;10;16;10.03;8.06;8.02;;;
2008;10;17;5.06;7.06;6.08;;;
2008;10;18;3.08;6.02;7.06;;;
2008;10;19;8.00;10.02;8.00;;;
2008;10;20;6.07;11.03;11.02;;;
2008;10;21;10.05;11.09;9.08;;;
2008;10;22;6.06;10.03;8.00;;;
2008;10;23;4.09;9.02;8.09;;;
2008;10;24;9.02;11.01;10.00;;;
2008;10;25;7.00;10.04;8.08;;;
2008;10;26;7.06;9.09;9.06;;;
2008;10;27;7.01;9.01;6.00;;;
2008;10;28;3.06;4.08;4.01;;;
2008;10;29;1.05;7.05;5.08;;;
2008;10;30;-0.1;2.09;3.06;;;
2008;10;31;5.09;5.03;1.04;;;
2008;11;1;-0.5;2.08;0.09;;;
2008;11;2;0.00;5.00;4.02;;;
2008;11;3;3.04;5.07;4.07;;;
2008;11;4;4.04;4.09;5.05;;;
2008;11;5;2.02;4.06;2.08;;;
2008;11;6;2.08;6.04;4.03;;;
2008;11;7;4.05;6.02;5.02;;;
2008;11;8;6.08;8.06;8.01;;;
2008;11;9;7.07;8.05;8.06;;;
2008;11;10;5.07;8.09;6.07;;;
2008;11;11;9.01;5.03;4.09;;;
2008;11;12;5.08;7.06;7.04;;;
2008;11;13;6.05;7.01;3.01;;;
2008;11;14;2.05;6.03;7.09;;;
2008;11;15;7.06;11.00;8.02;;;
2008;11;16;6.01;1.08;0.01;;;
2008;11;17;-0.8;1.05;1.03;;;
2008;11;18;2.02;2.04;2.08;;;
2008;11;19;0.05;1.08;0.06;;;
2008;11;20;0.03;0.09;-0.8;;;
2008;11;21;-2.7;-1.8;-1.6;;;
2008;11;22;-1.9;-2.6;-2.0;;;
2008;11;23;-2.9;-1.8;-3.0;;;
2008;11;24;-3.1;-1.8;-1.4;;;
2008;11;25;-0.7;-1.0;-2.3;;;
2008;11;26;-2.5;2.04;2.04;;;
2008;11;27;5.05;7.08;7.07;;;
2008;11;28;6.06;6.02;5.06;;;
2008;11;29;5.02;5.02;4.07;;;
2008;11;30;4.09;4.00;3.08;;;
2008;12;1;3.03;3.03;2.05;;;
2008;12;2;4.09;5.07;6.01;;;
2008;12;3;4.05;3.05;2.07;;;
2008;12;4;2.05;1.04;1.03;;;
2008;12;5;2.06;4.01;3.08;;;
2008;12;6;3.07;3.06;3.04;;;
2008;12;7;0.02;1.04;0.05;;;
2008;12;8;1.08;1.05;3.02;;;
2008;12;9;4.01;3.03;2.01;;;
2008;12;10;0.00;1.01;1.08;;;
2008;12;11;1.05;1.07;1.07;;;
2008;12;12;2.08;3.04;5.01;;;
2008;12;13;-0.2;-0.8;-0.6;;;
2008;12;14;3.00;3.05;3.01;;;
2008;12;15;3.01;4.06;2.03;;;
2008;12;16;2.04;3.02;3.05;;;
2008;12;17;4.00;4.09;4.04;;;
2008;12;18;3.02;3.02;3.00;;;
2008;12;19;4.02;4.07;4.08;;;
2008;12;20;1.05;2.09;4.05;;;
2008;12;21;0.06;1.08;0.07;;;
2008;12;22;3.07;4.01;1.06;;;
2008;12;23;0.00;0.01;-1.7;;;
2008;12;24;-2.4;-0.5;-1.6;;;
2008;12;25;-1.7;-1.9;-1.8;;;
2008;12;26;-1.6;0.08;0.01;;;
2008;12;27;-2.1;0.00;-0.4;;;
2008;12;28;-2.3;-1.7;-3.0;;;
2008;12;29;-3.9;-3.0;-3.1;;;
2008;12;30;-2.6;-0.6;-1.4;;;
2008;12;31;-1.8;-0.7;-2.3;;;
