Year;Month;Day;6.00;12.00;18.00
2010;5;27;1007.07.00;1007.06.00;1008.00.00
2010;5;28;1009.07.00;1009.07.00;1009.05.00
2010;5;29;1007.02.00;1008.08.00;1010.07.00
2010;5;30;1013.03.00;1013.01.00;1012.07.00
2010;5;31;1015.00.00;1015.07.00;1016.01.00
2010;6;1;1017.03.00;1016.03.00;1015.09.00
2010;6;2;1016.06.00;1016.01.00;1015.07.00
2010;6;3;1013.00.00;1012.07.00;1013.04.00
2010;6;4;1017.09.00;1017.02.00;1016.02.00
2010;6;5;1019.01.00;1017.06.00;1015.02.00
2010;6;6;1011.04.00;1008.08.00;1008.05.00
2010;6;7;1009.04.00;1008.04.00;1006.07.00
2010;6;8;1008.00.00;1011.03.00;1011.08.00
2010;6;9;1014.01.00;1013.03.00;1014.08.00
2010;6;10;1017.01.00;1016.09.00;1015.03.00
2010;6;11;1006.09.00;1000.02.00;995.02.00
2010;6;12;988.04.00;990.04.00;990.02.00
2010;6;13;997.01.00;1002.08.00;1005.03.00
2010;6;14;1008.08.00;1012.00.00;1013.02.00
2010;6;15;1016.02.00;1018.06.00;1020.00.00
2010;6;16;1021.04.00;1020.00.00;1019.01.00
2010;6;17;1019.09.00;1017.06.00;1013.06.00
2010;6;18;1001.03.00;998.01.00;996.09.00
2010;6;19;997.05.00;998.08.00;999.09.00
2010;6;20;1005.09.00;1008.04.00;1011.05.00
2010;6;21;1016.09.00;1017.07.00;1017.02.00
2010;6;22;1018.05.00;1017.02.00;1018.00.00
2010;6;23;1018.08.00;1019.05.00;1018.04.00
2010;6;24;1017.05.00;1015.08.00;1013.06.00
2010;6;25;1010.06.00;1009.02.00;1007.02.00
2010;6;26;1008.02.00;1011.00.00;1013.03.00
2010;6;27;1020.01.00;1020.08.00;1019.09.00
2010;6;28;1020.04.00;1020.04.00;1019.00.00
2010;6;29;1018.05.00;1017.01.00;1016.00.00
2010;6;30;1012.04.00;1010.02.00;1009.06.00
2010;7;1;1010.02.00;1012.00.00;1013.01.00
2010;7;2;1017.02.00;1018.01.00;1017.07.00
2010;7;3;1019.07.00;1019.08.00;1019.00.00
2010;7;4;1018.06.00;1017.07.00;1015.07.00
2010;7;5;1014.00.00;1014.00.00;1012.01.00
2010;7;6;1012.02.00;1012.02.00;1011.05.00
2010;7;7;1012.02.00;1014.01.00;1015.01.00
2010;7;8;1018.00.00;1016.09.00;1016.03.00
2010;7;9;1017.04.00;1017.01.00;1017.01.00
2010;7;10;1019.04.00;1017.09.00;1016.06.00
2010;7;11;1019.06.00;1018.02.00;1016.03.00
2010;7;12;1017.02.00;1017.00.00;1014.08.00
2010;7;13;1012.02.00;1010.02.00;1008.04.00
2010;7;14;1010.00.00;1011.09.00;1011.07.00
2010;7;15;1013.04.00;1012.02.00;1011.01.00
2010;7;16;1016.06.00;1018.02.00;1017.09.00
2010;7;17;1019.05.00;1019.00.00;1016.02.00
2010;7;18;1017.06.00;1018.04.00;1018.06.00
2010;7;19;1019.08.00;1018.09.00;1017.09.00
2010;7;20;1017.08.00;1017.03.00;1015.08.00
2010;7;21;1014.06.00;1013.06.00;1011.07.00
2010;7;22;1007.08.00;1006.09.00;1007.08.00
2010;7;23;1017.03.00;1019.02.00;1019.01.00
2010;7;24;1016.06.00;1014.07.00;1012.05.00
2010;7;25;1004.08.00;1004.05.00;1005.05.00
2010;7;26;1007.06.00;1010.00.00;1011.00.00
2010;7;27;1012.07.00;1013.02.00;1013.01.00
2010;7;28;1011.06.00;1009.07.00;1007.04.00
2010;7;29;999.09.00;996.02.00;997.05.00
2010;7;30;1002.03.00;1005.02.00;1006.03.00
2010;7;31;1008.04.00;1011.04.00;1012.01.00
2010;8;1;1013.05.00;1013.00.00;1012.00.00
2010;8;2;1013.03.00;1012.08.00;1011.05.00
2010;8;3;1012.01.00;1010.08.00;1008.06.00
2010;8;4;1002.05.00;1004.06.00;1006.04.00
2010;8;5;1011.05.00;1012.06.00;1014.02.00
2010;8;6;1018.00.00;1018.04.00;1018.09.00
2010;8;7;1019.03.00;1017.06.00;1016.03.00
2010;8;8;1011.06.00;1010.06.00;1009.03.00
2010;8;9;1007.03.00;1007.02.00;1007.08.00
2010;8;10;1010.09.00;1012.07.00;1012.09.00
2010;8;11;1014.02.00;1015.00.00;1015.02.00
2010;8;12;1017.01.00;1018.05.00;1018.09.00
2010;8;13;1019.05.00;1020.03.00;1020.00.00
2010;8;14;1018.09.00;1018.00.00;1016.08.00
2010;8;15;1017.08.00;1019.05.00;1020.08.00
2010;8;16;1020.00.00;1019.08.00;1017.04.00
2010;8;17;1010.08.00;1007.06.00;1004.00.00
2010;8;18;1003.00.00;1002.02.00;1001.04.00
2010;8;19;1002.03.00;1004.04.00;1008.04.00
2010;8;20;1014.03.00;1015.02.00;1015.03.00
2010;8;21;1014.01.00;1011.07.00;1009.01.00
2010;8;22;1006.08.00;1004.06.00;1002.03.00
2010;8;23;1001.08.00;1002.01.00;1000.02.00
2010;8;24;990.07.00;991.05.00;993.03.00
2010;8;25;991.06.00;990.04.00;994.01.00
2010;8;26;1000.06.00;1002.05.00;1004.03.00
2010;8;27;1005.06.00;1006.09.00;1006.07.00
2010;8;28;1005.09.00;1006.00.00;1006.04.00
2010;8;29;1005.08.00;1006.09.00;1008.06.00
2010;8;30;1011.08.00;1014.02.00;1015.06.00
2010;8;31;1016.06.00;1016.00.00;1014.06.00
2010;9;1;1014.02.00;1014.07.00;1016.02.00
2010;9;2;1016.01.00;1015.06.00;1016.02.00
2010;9;3;1013.02.00;1014.04.00;1017.02.00
2010;9;4;1020.08.00;1022.04.00;1023.05.00
2010;9;5;1025.00.00;1025.04.00;1026.03.00
2010;9;6;1027.09.00;1027.08.00;1027.05.00
2010;9;7;1027.05.00;1026.05.00;1026.00.00
2010;9;8;1026.05.00;1026.04.00;1026.07.00
2010;9;9;1027.05.00;1027.07.00;1026.02.00
2010;9;10;1023.02.00;1021.04.00;1019.05.00
2010;9;11;1016.09.00;1017.07.00;1017.07.00
2010;9;12;1016.01.00;1016.03.00;1016.01.00
2010;9;13;1016.04.00;1016.01.00;1015.01.00
2010;9;14;1010.05.00;1005.09.00;1000.05.00
2010;9;15;992.08.00;993.03.00;994.06.00
2010;9;16;988.01.00;988.03.00;992.04.00
2010;9;17;993.07.00;994.01.00;994.02.00
2010;9;18;993.06.00;993.07.00;995.01.00
2010;9;19;998.07.00;1001.05.00;1003.05.00
2010;9;20;1007.04.00;1009.02.00;1007.05.00
2010;9;21;1001.05.00;1003.04.00;1011.07.00
2010;9;22;1019.05.00;1020.03.00;1019.01.00
2010;9;23;1014.03.00;1011.04.00;1009.09.00
2010;9;24;1004.05.00;1001.05.00;1000.04.00
2010;9;25;1001.04.00;1004.09.00;1009.06.00
2010;9;26;1015.03.00;1017.06.00;1018.06.00
2010;9;27;1018.01.00;1018.04.00;1018.00.00
2010;9;28;1017.00.00;1018.04.00;1020.05.00
2010;9;29;1022.08.00;1024.00.00;1024.04.00
2010;9;30;1025.05.00;1024.08.00;1024.00.00
2010;10;1;1024.06.00;1024.04.00;1024.07.00
2010;10;2;1025.05.00;1025.09.00;1026.02.00
2010;10;3;1026.00.00;1025.03.00;1024.01.00
2010;10;4;1021.04.00;1020.05.00;1020.04.00
2010;10;5;1021.00.00;1021.07.00;1022.07.00
2010;10;6;1023.06.00;1024.02.00;1024.09.00
2010;10;7;1025.01.00;1028.02.00;1030.04.00
2010;10;8;1032.07.00;1034.03.00;1034.08.00
2010;10;9;1033.01.00;1031.06.00;1027.08.00
2010;10;10;1019.07.00;1018.08.00;1020.04.00
2010;10;11;1018.06.00;1016.07.00;1014.07.00
2010;10;12;1013.00.00;1015.09.00;1017.06.00
2010;10;13;1015.00.00;1014.00.00;1011.09.00
2010;10;14;1001.00.00;1000.05.00;1003.02.00
2010;10;15;1006.09.00;1008.00.00;1010.05.00
2010;10;16;1016.04.00;1018.01.00;1019.09.00
2010;10;17;1019.09.00;1019.05.00;1019.01.00
2010;10;18;1015.06.00;1012.07.00;1008.07.00
2010;10;19;1001.01.00;997.09.00;995.01.00
2010;10;20;995.07.00;998.00.00;1000.02.00
2010;10;21;1003.06.00;1005.00.00;1003.01.00
2010;10;22;994.01.00;999.08.00;1003.01.00
2010;10;23;1001.06.00;1001.07.00;1001.07.00
2010;10;24;998.04.00;996.08.00;998.09.00
2010;10;25;1005.03.00;1008.00.00;1011.02.00
2010;10;26;1016.01.00;1018.07.00;1021.08.00
2010;10;27;1020.02.00;1016.08.00;1010.02.00
2010;10;28;1005.00.00;1004.02.00;1001.08.00
2010;10;29;1003.09.00;1007.06.00;1007.08.00
2010;10;30;1003.07.00;1001.08.00;1001.03.00
2010;10;31;1003.07.00;1004.05.00;1007.01.00
2010;11;1;1007.07.00;1007.07.00;1009.08.00
2010;11;2;1011.05.00;1009.01.00;1003.02.00
2010;11;3;994.07.00;986.02.00;988.03.00
2010;11;4;992.08.00;995.00.00;997.01.00
2010;11;5;997.00.00;998.06.00;1001.03.00
2010;11;6;1001.03.00;1001.04.00;1001.09.00
2010;11;7;1001.06.00;1001.04.00;1001.06.00
2010;11;8;1002.08.00;1002.09.00;1001.03.00
2010;11;9;994.06.00;990.01.00;985.04.00
2010;11;10;985.03.00;989.00.00;991.06.00
2010;11;11;993.08.00;994.06.00;994.01.00
2010;11;12;981.01.00;976.03.00;973.07.00
2010;11;13;976.04.00;978.06.00;983.02.00
2010;11;14;992.06.00;996.04.00;998.07.00
2010;11;15;999.06.00;996.00.00;1006.09.00
2010;11;16;1019.02.00;1024.06.00;1027.09.00
2010;11;17;1031.02.00;1031.03.00;1029.03.00
2010;11;18;1021.08.00;1020.06.00;1021.09.00
2010;11;19;1023.00.00;1023.01.00;1022.09.00
2010;11;20;1021.05.00;1022.02.00;1022.03.00
2010;11;21;1021.06.00;1022.06.00;1022.01.00
2010;11;22;1018.08.00;1016.01.00;1012.05.00
2010;11;23;1006.07.00;1004.04.00;1001.07.00
2010;11;24;998.02.00;997.08.00;999.03.00
2010;11;25;1002.09.00;1003.08.00;1004.05.00
2010;11;26;1007.03.00;1009.02.00;1010.09.00
2010;11;27;1013.01.00;1014.05.00;1015.07.00
2010;11;28;1020.02.00;1025.01.00;1027.07.00
2010;11;29;1027.06.00;1027.02.00;1028.01.00
2010;11;30;1027.06.00;1028.02.00;1027.07.00
2010;12;1;1026.05.00;1026.09.00;1027.02.00
2010;12;2;1025.00.00;1021.00.00;1014.07.00
2010;12;3;1005.02.00;1002.07.00;1001.05.00
2010;12;4;1000.09.00;1003.04.00;1006.03.00
2010;12;5;1004.05.00;1000.06.00;995.05.00
2010;12;6;989.03.00;991.07.00;995.08.00
2010;12;7;998.08.00;1000.01.00;1002.09.00
2010;12;8;1007.00.00;1008.07.00;1007.01.00
2010;12;9;1001.09.00;1003.02.00;1006.01.00
2010;12;10;1012.00.00;1012.07.00;1009.02.00
2010;12;11;993.04.00;993.09.00;999.02.00
2010;12;12;1012.00.00;1015.03.00;1017.09.00
2010;12;13;1021.05.00;1024.03.00;1027.06.00
2010;12;14;1027.02.00;1027.00.00;1027.02.00
2010;12;15;1026.05.00;1024.01.00;1018.07.00
2010;12;16;996.03.00;989.07.00;989.01.00
2010;12;17;996.07.00;1002.02.00;1006.05.00
2010;12;18;1012.02.00;1012.07.00;1011.02.00
2010;12;19;1003.02.00;1001.02.00;1000.03.00
2010;12;20;999.00.00;997.09.00;998.06.00
2010;12;21;1002.02.00;1005.04.00;1008.02.00
2010;12;22;1013.03.00;1016.00.00;1018.07.00
2010;12;23;1021.01.00;1022.02.00;1022.04.00
2010;12;24;1019.05.00;1018.01.00;1016.03.00
2010;12;25;1014.08.00;1014.07.00;1013.01.00
2010;12;26;1008.07.00;1009.03.00;1011.01.00
2010;12;27;1016.00.00;1019.06.00;1023.05.00
2010;12;28;1026.05.00;1027.00.00;1027.00.00
2010;12;29;1027.05.00;1026.09.00;1025.01.00
2010;12;30;1017.05.00;1012.09.00;1008.08.00
2010;12;31;1008.00.00;1007.01.00;1001.00.00
